C/A,UNIT,DATE,TIME,ENTRIES,EXITS,num_turnstiles_per_group
N063A,R011,10/16/2019,20:00:00,7866,19029,12
N063A,R011,08/07/2019,20:00:00,7231,18586,12
N063A,R011,05/29/2019,20:00:00,7509,18481,12
N063A,R011,05/13/2019,20:00:00,7244,18056,12
N063A,R011,07/22/2019,20:00:00,7216,17533,12
N063A,R011,05/30/2019,20:00:00,7432,17445,12
N063A,R011,10/29/2019,20:00:00,6472,16862,12
N063A,R011,03/21/2019,20:00:00,7166,16794,12
N063A,R011,10/22/2019,20:00:00,6639,16782,12
N063A,R011,06/18/2019,20:00:00,7172,16714,12
N063A,R011,07/31/2019,20:00:00,6742,16691,12
N063A,R011,05/14/2019,20:00:00,6815,16599,12
N063A,R011,07/11/2019,20:00:00,7007,16555,12
N063A,R011,01/30/2019,19:00:00,6424,16554,12
N063A,R011,09/06/2019,20:00:00,7381,16516,12
N063A,R011,10/02/2019,20:00:00,6682,16111,12
N063A,R011,01/29/2019,19:00:00,6373,16018,12
N063A,R011,11/12/2019,19:00:00,6681,16000,12
N063A,R011,06/20/2019,20:00:00,6944,15988,12
N063A,R011,10/03/2019,20:00:00,6816,15920,12
N063A,R011,11/18/2019,19:00:00,6657,15862,12
N063A,R011,11/07/2019,19:00:00,6821,15820,12
N063A,R011,09/12/2019,20:00:00,6748,15750,12
N063A,R011,12/17/2019,19:00:00,6837,15725,12
N063A,R011,06/10/2019,20:00:00,6636,15705,12
N063A,R011,11/13/2019,19:00:00,6502,15657,12
N063A,R011,04/05/2019,20:00:00,7537,15603,12
N063A,R011,12/18/2019,19:00:00,6950,15591,12
N063A,R011,03/06/2019,19:00:00,6769,15532,12
N063A,R011,09/26/2019,20:00:00,6624,15530,12
N063A,R011,12/13/2019,19:00:00,7771,15485,12
N063A,R011,03/05/2019,19:00:00,6412,15465,12
N063A,R011,04/22/2019,20:00:00,7546,15457,12
N063A,R011,02/26/2019,19:00:00,6197,15448,12
N063A,R011,12/09/2019,19:00:00,7293,15387,11
N063A,R011,04/09/2019,20:00:00,6469,15250,12
N063A,R011,02/06/2019,19:00:00,6439,15127,12
N063A,R011,03/12/2019,20:00:00,6398,15096,12
N063A,R011,06/19/2019,20:00:00,6488,15045,12
N063A,R011,04/25/2019,20:00:00,7321,14994,12
N063A,R011,03/07/2019,19:00:00,6761,14954,12
N063A,R011,02/20/2019,19:00:00,6213,14951,12
N063A,R011,02/27/2019,19:00:00,6163,14950,12
N063A,R011,12/03/2019,19:00:00,6700,14891,12
N063A,R011,01/28/2019,19:00:00,6384,14879,12
N063A,R011,11/04/2019,19:00:00,6460,14868,12
N063A,R011,08/21/2019,20:00:00,6638,14863,12
N063A,R011,11/19/2019,19:00:00,6467,14844,12
N063A,R011,07/23/2019,20:00:00,6418,14837,12
N063A,R011,11/14/2019,19:00:00,6287,14834,12
N063A,R011,02/01/2019,19:00:00,6751,14826,12
N063A,R011,12/04/2019,19:00:00,6537,14799,12
N063A,R011,12/05/2019,19:00:00,6523,14770,12
N063A,R011,01/31/2019,19:00:00,6265,14759,12
N063A,R011,02/25/2019,19:00:00,6386,14734,12
N063A,R011,02/19/2019,19:00:00,6237,14670,12
N063A,R011,09/16/2019,20:00:00,6092,14630,12
N063A,R011,03/13/2019,20:00:00,6444,14611,12
N063A,R011,01/17/2019,19:00:00,6278,14596,12
N063A,R011,01/22/2019,19:00:00,6175,14593,12
N063A,R011,11/08/2019,19:00:00,7094,14561,11
N063A,R011,11/25/2019,19:00:00,6204,14556,12
N063A,R011,01/15/2019,19:00:00,6161,14540,12
N063A,R011,02/14/2019,19:00:00,6335,14539,12
N063A,R011,11/21/2019,19:00:00,6386,14535,12
N063A,R011,01/24/2019,19:00:00,6172,14524,12
N063A,R011,11/20/2019,19:00:00,6434,14508,12
N063A,R011,02/28/2019,19:00:00,6428,14506,12
N063A,R011,12/16/2019,19:00:00,6610,14501,12
N063A,R011,04/02/2019,20:00:00,6387,14483,12
N063A,R011,01/14/2019,19:00:00,5911,14481,12
N063A,R011,09/24/2019,20:00:00,6217,14455,12
N063A,R011,10/30/2019,20:00:00,6270,14451,12
N063A,R011,04/15/2019,20:00:00,6660,14449,12
N063A,R011,10/17/2019,20:00:00,6770,14449,12
N063A,R011,11/06/2019,19:00:00,6405,14426,12
N063A,R011,10/23/2019,20:00:00,6389,14381,12
N063A,R011,08/28/2019,20:00:00,6817,14315,12
N063A,R011,11/26/2019,19:00:00,6362,14309,12
N063A,R011,03/20/2019,20:00:00,6577,14304,12
N063A,R011,01/07/2019,19:00:00,5995,14277,12
N063A,R011,03/26/2019,20:00:00,6378,14260,12
N063A,R011,09/10/2019,20:00:00,6259,14245,12
N063A,R011,02/11/2019,19:00:00,6274,14239,12
N063A,R011,03/19/2019,20:00:00,6199,14239,12
N063A,R011,03/27/2019,20:00:00,6401,14236,12
N063A,R011,10/24/2019,20:00:00,6450,14236,12
N063A,R011,07/10/2019,20:00:00,6325,14234,12
N063A,R011,03/18/2019,20:00:00,6470,14220,12
N063A,R011,09/17/2019,20:00:00,6373,14202,12
N063A,R011,05/23/2019,20:00:00,6686,14177,12
N063A,R011,04/01/2019,20:00:00,6292,14160,12
N063A,R011,05/01/2019,20:00:00,6531,14158,12
N063A,R011,01/10/2019,19:00:00,6360,14124,12
N063A,R011,12/11/2019,19:00:00,6340,14113,12
N063A,R011,10/07/2019,20:00:00,6200,14112,12
N063A,R011,12/02/2019,19:00:00,6247,14102,12
N063A,R011,04/29/2019,20:00:00,6617,14077,12
N063A,R011,10/10/2019,20:00:00,6470,14076,12
N063A,R011,10/15/2019,20:00:00,6064,14061,12
N063A,R011,01/25/2019,19:00:00,6824,14043,12
N063A,R011,04/04/2019,20:00:00,6518,14043,12
N063A,R011,12/12/2019,19:00:00,6600,14017,12
N063A,R011,10/08/2019,20:00:00,6015,14007,12
N063A,R011,12/10/2019,19:00:00,5973,13983,11
N063A,R011,08/14/2019,20:00:00,6320,13968,12
N063A,R011,03/28/2019,20:00:00,6328,13965,12
N063A,R011,04/30/2019,20:00:00,6299,13962,12
N063A,R011,09/18/2019,20:00:00,6325,13956,12
N063A,R011,07/17/2019,20:00:00,6567,13953,12
N063A,R011,01/11/2019,19:00:00,6905,13950,12
N063A,R011,03/25/2019,20:00:00,6207,13950,12
N063A,R011,03/11/2019,20:00:00,6316,13949,12
N063A,R011,02/07/2019,19:00:00,6207,13936,12
N063A,R011,03/14/2019,20:00:00,6456,13919,12
N063A,R011,01/16/2019,19:00:00,6161,13909,12
N063A,R011,07/24/2019,20:00:00,6750,13908,12
N063A,R011,03/08/2019,19:00:00,7103,13881,12
N063A,R011,09/09/2019,20:00:00,6263,13880,12
N063A,R011,01/09/2019,19:00:00,6087,13869,12
N063A,R011,07/16/2019,20:00:00,6546,13864,12
N063A,R011,06/27/2019,20:00:00,6983,13846,12
N063A,R011,04/11/2019,20:00:00,6451,13842,12
N063A,R011,07/30/2019,20:00:00,6348,13839,12
N063A,R011,01/23/2019,19:00:00,6056,13832,12
N063A,R011,07/25/2019,20:00:00,6664,13821,12
N063A,R011,07/18/2019,20:00:00,6502,13813,12
N063A,R011,09/25/2019,20:00:00,6217,13794,12
N063A,R011,09/23/2019,20:00:00,6240,13788,12
N063A,R011,07/09/2019,20:00:00,6407,13783,12
N063A,R011,08/05/2019,20:00:00,6334,13777,12
N063A,R011,06/24/2019,20:00:00,6501,13768,12
N063A,R011,11/22/2019,19:00:00,6934,13756,12
N063A,R011,04/16/2019,20:00:00,6682,13755,12
N063A,R011,01/03/2019,19:00:00,6263,13751,12
N063A,R011,11/05/2019,19:00:00,6486,13737,12
N063A,R011,06/11/2019,20:00:00,6591,13729,12
N063A,R011,08/01/2019,20:00:00,6457,13686,12
N063A,R011,04/17/2019,20:00:00,6814,13675,12
N063A,R011,06/26/2019,20:00:00,6556,13674,12
N063A,R011,11/01/2019,20:00:00,7099,13673,12
N063A,R011,09/04/2019,20:00:00,6153,13669,12
N063A,R011,06/03/2019,20:00:00,6322,13667,12
N063A,R011,02/21/2019,19:00:00,6441,13661,12
N063A,R011,07/29/2019,20:00:00,6321,13652,12
N063A,R011,08/08/2019,20:00:00,6530,13648,12
N063A,R011,05/02/2019,20:00:00,6565,13644,12
N063A,R011,03/01/2019,19:00:00,6622,13638,12
N063A,R011,05/06/2019,20:00:00,6337,13632,12
N063A,R011,02/12/2019,19:00:00,5942,13606,12
N063A,R011,09/05/2019,20:00:00,6198,13603,12
N063A,R011,09/11/2019,20:00:00,6202,13599,11
N063A,R011,04/10/2019,20:00:00,6309,13590,12
N063A,R011,08/13/2019,20:00:00,6281,13581,12
N063A,R011,09/03/2019,20:00:00,6264,13564,12
N063A,R011,06/25/2019,20:00:00,6731,13551,12
N063A,R011,02/08/2019,19:00:00,6864,13539,12
N063A,R011,10/21/2019,20:00:00,6169,13534,12
N063A,R011,06/04/2019,20:00:00,6472,13525,12
N063A,R011,06/05/2019,20:00:00,6518,13505,12
N063A,R011,01/08/2019,19:00:00,5967,13503,12
N063A,R011,11/15/2019,19:00:00,6593,13503,12
N063A,R011,09/19/2019,20:00:00,6590,13495,12
N063A,R011,10/18/2019,20:00:00,7183,13479,12
N063A,R011,02/04/2019,19:00:00,6098,13474,12
N063A,R011,05/28/2019,20:00:00,6376,13444,12
N063A,R011,07/02/2019,20:00:00,6487,13426,12
N063A,R011,06/13/2019,20:00:00,6538,13404,12
N063A,R011,04/03/2019,20:00:00,6364,13399,12
N063A,R011,08/27/2019,20:00:00,6320,13396,12
N063A,R011,07/01/2019,20:00:00,6324,13374,12
N063A,R011,05/21/2019,20:00:00,6484,13366,12
N063A,R011,02/05/2019,19:00:00,5695,13359,12
N063A,R011,01/02/2019,19:00:00,6241,13352,11
N063A,R011,05/09/2019,20:00:00,6839,13332,12
N063A,R011,10/28/2019,20:00:00,5657,13322,12
N063A,R011,05/07/2019,20:00:00,6236,13312,12
N063A,R011,10/04/2019,20:00:00,6948,13309,12
N063A,R011,02/13/2019,19:00:00,5609,13306,12
N063A,R011,07/15/2019,20:00:00,6337,13297,12
N063A,R011,06/17/2019,20:00:00,6460,13281,12
N063A,R011,05/16/2019,20:00:00,6618,13240,12
N063A,R011,06/12/2019,20:00:00,6700,13234,12
N063A,R011,10/09/2019,20:00:00,6071,13217,12
N063A,R011,08/20/2019,20:00:00,6373,13203,12
N063A,R011,07/08/2019,20:00:00,6102,13195,12
N063A,R011,10/01/2019,20:00:00,6112,13190,12
N063A,R011,04/12/2019,20:00:00,7186,13183,12
N063A,R011,02/22/2019,19:00:00,6972,13168,12
N063A,R011,04/08/2019,20:00:00,5975,13058,12
N063A,R011,10/11/2019,20:00:00,7016,13047,12
N063A,R011,12/31/2019,19:00:00,8134,13025,12
N063A,R011,09/13/2019,20:00:00,6859,13015,12
N063A,R011,04/24/2019,20:00:00,6675,13002,12
N063A,R011,08/22/2019,20:00:00,6579,13002,12
N063A,R011,08/12/2019,20:00:00,6291,12972,12
N063A,R011,04/18/2019,20:00:00,6795,12967,12
N063A,R011,05/03/2019,20:00:00,6888,12953,12
N063A,R011,08/29/2019,20:00:00,6296,12950,12
N063A,R011,05/22/2019,20:00:00,6384,12949,12
N063A,R011,01/18/2019,19:00:00,6402,12944,12
N063A,R011,05/15/2019,20:00:00,6718,12941,12
N063A,R011,06/06/2019,20:00:00,6572,12936,12
N063A,R011,05/20/2019,20:00:00,6370,12922,12
N063A,R011,09/20/2019,20:00:00,7020,12863,12
N063A,R011,01/04/2019,19:00:00,6337,12837,12
N063A,R011,03/22/2019,20:00:00,6998,12830,12
N063A,R011,08/26/2019,20:00:00,6118,12807,12
N063A,R011,08/15/2019,20:00:00,6579,12803,12
N063A,R011,04/26/2019,20:00:00,7261,12740,12
N063A,R011,05/08/2019,20:00:00,6715,12728,12
N063A,R011,10/31/2019,20:00:00,6354,12699,12
N063A,R011,08/19/2019,20:00:00,5925,12679,12
N063A,R011,10/25/2019,20:00:00,5892,12677,12
N063A,R011,09/30/2019,20:00:00,6019,12657,12
N063A,R011,08/06/2019,20:00:00,6521,12624,12
N063A,R011,02/15/2019,19:00:00,6584,12606,12
N063A,R011,03/15/2019,20:00:00,6975,12543,12
N063A,R011,03/29/2019,20:00:00,6812,12519,12
N063A,R011,04/23/2019,20:00:00,6577,12501,12
N063A,R011,08/09/2019,20:00:00,7194,12441,12
N063A,R011,12/30/2019,19:00:00,6723,12351,12
N063A,R011,12/20/2019,19:00:00,5536,12278,10
N063A,R011,06/07/2019,20:00:00,6941,12193,12
N063A,R011,07/26/2019,20:00:00,6850,12086,12
N063A,R011,07/12/2019,20:00:00,6631,12060,12
N063A,R011,05/10/2019,20:00:00,6665,11902,12
N063A,R011,05/31/2019,20:00:00,6674,11814,12
N063A,R011,05/17/2019,20:00:00,7094,11808,12
N063A,R011,11/11/2019,19:00:00,6233,11798,12
N063A,R011,06/14/2019,20:00:00,6573,11783,12
N063A,R011,06/28/2019,20:00:00,6868,11716,12
N063A,R011,08/23/2019,20:00:00,6647,11694,12
A021,R032,10/08/2019,12:00:00,2488,11626,8
N063A,R011,07/19/2019,20:00:00,7070,11545,12
N063A,R011,08/02/2019,20:00:00,6577,11536,12
N063A,R011,08/16/2019,20:00:00,6580,11408,12
N063A,R011,11/27/2019,19:00:00,6956,11401,12
N063A,R011,12/06/2019,19:00:00,6867,11397,12
N062,R011,03/21/2019,20:00:00,2923,11372,10
A021,R032,11/05/2019,11:00:00,2461,11204,8
A021,R032,11/21/2019,11:00:00,2511,11168,8
A021,R032,12/11/2019,11:00:00,2338,11165,8
A021,R032,12/10/2019,11:00:00,2487,11138,8
A021,R032,10/30/2019,12:00:00,2465,11104,8
N063A,R011,12/23/2019,19:00:00,6118,11076,12
A021,R032,11/07/2019,11:00:00,2461,11074,8
A021,R032,12/05/2019,11:00:00,2407,11053,8
A021,R032,10/16/2019,12:00:00,2371,11046,8
A021,R032,11/06/2019,11:00:00,2503,11037,8
N063A,R011,06/21/2019,20:00:00,6439,11017,12
A021,R032,11/12/2019,11:00:00,2414,10997,8
A021,R032,12/04/2019,11:00:00,2463,10996,8
A021,R032,12/12/2019,11:00:00,2557,10989,8
A021,R032,11/13/2019,11:00:00,2420,10977,8
A021,R032,01/23/2019,11:00:00,2403,10969,8
A021,R032,09/24/2019,12:00:00,2556,10940,8
A021,R032,10/03/2019,12:00:00,2365,10931,8
A021,R032,10/23/2019,12:00:00,2389,10904,8
A021,R032,10/24/2019,12:00:00,2468,10864,8
A021,R032,11/04/2019,11:00:00,2369,10851,8
A021,R032,10/29/2019,12:00:00,2516,10835,8
A021,R032,06/19/2019,12:00:00,2375,10816,8
A021,R032,09/10/2019,12:00:00,2454,10812,8
A021,R032,11/14/2019,11:00:00,2426,10781,8
A021,R032,05/14/2019,12:00:00,2320,10777,8
A021,R032,12/03/2019,11:00:00,2395,10768,8
N062,R011,07/29/2019,20:00:00,2866,10765,10
A021,R032,11/19/2019,11:00:00,2564,10760,8
A021,R032,09/18/2019,12:00:00,2449,10738,8
A021,R032,10/17/2019,12:00:00,2410,10735,8
A021,R032,09/26/2019,12:00:00,2567,10704,8
A021,R032,09/25/2019,12:00:00,2563,10697,8
A021,R032,07/10/2019,12:00:00,2382,10691,8
A021,R032,07/23/2019,12:00:00,2236,10674,8
A021,R032,09/11/2019,12:00:00,2409,10669,8
A021,R032,06/05/2019,12:00:00,2392,10667,8
A021,R032,06/27/2019,12:00:00,2402,10644,8
A021,R032,06/18/2019,12:00:00,2393,10630,8
A021,R032,07/31/2019,12:00:00,2336,10626,8
A021,R032,06/12/2019,12:00:00,2432,10623,8
A021,R032,09/17/2019,12:00:00,2468,10619,8
A021,R032,04/18/2019,12:00:00,2265,10615,8
A021,R032,04/09/2019,12:00:00,2316,10599,8
A021,R032,10/02/2019,12:00:00,2486,10593,8
A021,R032,09/12/2019,12:00:00,2482,10583,8
A021,R032,11/20/2019,11:00:00,2507,10583,8
A021,R032,07/24/2019,12:00:00,2390,10564,8
A021,R032,05/07/2019,12:00:00,2214,10563,8
A021,R032,07/16/2019,12:00:00,2416,10560,8
A021,R032,08/07/2019,12:00:00,2457,10558,8
A021,R032,09/19/2019,12:00:00,2485,10558,8
A021,R032,04/16/2019,12:00:00,2264,10557,8
A021,R032,12/18/2019,11:00:00,2397,10555,8
A021,R032,07/18/2019,12:00:00,2240,10554,8
A021,R032,04/30/2019,12:00:00,2389,10551,8
A021,R032,07/30/2019,12:00:00,2342,10539,8
A021,R032,06/11/2019,12:00:00,2346,10529,8
A021,R032,01/15/2019,11:00:00,2328,10528,8
A021,R032,08/06/2019,12:00:00,2416,10517,8
A021,R032,05/16/2019,12:00:00,2265,10516,8
A021,R032,04/24/2019,12:00:00,2298,10504,8
A021,R032,08/08/2019,12:00:00,2386,10483,8
A021,R032,05/01/2019,12:00:00,2315,10481,8
A021,R032,01/08/2019,11:00:00,2442,10467,8
A021,R032,06/20/2019,12:00:00,2319,10459,8
A021,R032,06/25/2019,12:00:00,2246,10459,8
A021,R032,07/09/2019,12:00:00,2286,10453,8
A021,R032,10/31/2019,12:00:00,2164,10449,8
A021,R032,05/29/2019,12:00:00,2319,10448,8
A021,R032,05/09/2019,12:00:00,2386,10443,8
N062,R011,03/22/2019,20:00:00,2876,10440,10
A021,R032,05/30/2019,12:00:00,2335,10440,8
A021,R032,10/28/2019,12:00:00,2404,10440,8
A021,R032,03/26/2019,12:00:00,2273,10437,8
A021,R032,04/17/2019,12:00:00,2331,10433,8
A021,R032,06/04/2019,12:00:00,2391,10433,8
A021,R032,03/07/2019,11:00:00,2345,10426,8
A021,R032,12/09/2019,11:00:00,2101,10418,8
N062,R011,05/21/2019,20:00:00,2690,10411,10
A021,R032,02/13/2019,11:00:00,2395,10412,8
N063A,R011,03/04/2019,19:00:00,5757,10398,12
A021,R032,08/20/2019,12:00:00,2246,10402,8
A021,R032,11/18/2019,11:00:00,2350,10399,8
A021,R032,07/11/2019,12:00:00,2320,10390,8
A021,R032,04/15/2019,12:00:00,2250,10389,8
A021,R032,04/10/2019,12:00:00,2289,10384,8
A021,R032,10/22/2019,12:00:00,2431,10384,8
A021,R032,05/21/2019,12:00:00,2186,10381,8
A021,R032,05/02/2019,12:00:00,2280,10380,8
A021,R032,09/23/2019,12:00:00,2370,10376,8
A021,R032,01/09/2019,11:00:00,2407,10374,8
A021,R032,10/15/2019,12:00:00,2427,10369,8
A021,R032,12/19/2019,11:00:00,2290,10369,8
A021,R032,06/26/2019,12:00:00,2386,10367,8
A021,R032,06/13/2019,12:00:00,2131,10362,8
A021,R032,03/06/2019,11:00:00,2353,10348,8
A021,R032,04/02/2019,12:00:00,2360,10341,8
A021,R032,09/05/2019,12:00:00,2290,10339,8
A021,R032,12/16/2019,11:00:00,2410,10335,8
A021,R032,03/05/2019,11:00:00,2353,10329,8
A021,R032,04/25/2019,12:00:00,2324,10323,8
A021,R032,04/11/2019,12:00:00,2300,10322,8
A021,R032,03/27/2019,12:00:00,2388,10314,8
A021,R032,08/14/2019,12:00:00,2366,10308,8
A021,R032,04/03/2019,12:00:00,2292,10302,8
A021,R032,06/03/2019,12:00:00,2269,10299,8
A021,R032,04/23/2019,12:00:00,2210,10295,8
A021,R032,01/30/2019,11:00:00,2318,10282,8
N063A,R011,09/27/2019,20:00:00,6874,10279,11
A021,R032,02/28/2019,11:00:00,2391,10281,8
A021,R032,08/26/2019,12:00:00,2050,10279,8
A021,R032,01/24/2019,11:00:00,2167,10275,8
A021,R032,02/20/2019,11:00:00,2229,10271,8
A021,R032,01/14/2019,11:00:00,2212,10266,8
A021,R032,08/01/2019,12:00:00,2337,10249,8
A021,R032,10/07/2019,12:00:00,2330,10239,8
A021,R032,01/10/2019,11:00:00,2381,10234,8
A021,R032,05/08/2019,12:00:00,2221,10224,8
A021,R032,06/06/2019,12:00:00,2366,10195,8
A021,R032,04/04/2019,12:00:00,2428,10194,8
A021,R032,03/12/2019,12:00:00,2317,10193,8
A021,R032,10/18/2019,12:00:00,2404,10185,8
A021,R032,10/10/2019,12:00:00,2511,10179,8
A021,R032,01/16/2019,11:00:00,2325,10178,8
A021,R032,01/17/2019,11:00:00,2341,10177,8
A021,R032,08/13/2019,12:00:00,2227,10176,8
A021,R032,02/14/2019,11:00:00,2443,10175,8
A021,R032,01/07/2019,11:00:00,2287,10174,8
A021,R032,01/22/2019,11:00:00,2314,10163,8
A021,R032,03/14/2019,12:00:00,2368,10163,8
A021,R032,02/27/2019,11:00:00,2286,10162,8
A021,R032,03/13/2019,12:00:00,2311,10141,8
A021,R032,03/20/2019,12:00:00,2245,10139,8
A021,R032,05/22/2019,12:00:00,2244,10137,8
A021,R032,11/22/2019,11:00:00,2222,10136,8
A021,R032,12/06/2019,11:00:00,2256,10136,8
A021,R032,03/19/2019,12:00:00,2247,10134,8
A021,R032,12/02/2019,11:00:00,2022,10128,8
A021,R032,02/21/2019,11:00:00,2354,10127,8
A021,R032,05/06/2019,12:00:00,2186,10124,8
A021,R032,06/17/2019,12:00:00,2218,10114,8
A021,R032,08/15/2019,12:00:00,2298,10112,8
A021,R032,11/25/2019,11:00:00,2426,10091,8
A021,R032,09/16/2019,12:00:00,2282,10087,8
A021,R032,08/28/2019,12:00:00,2269,10081,8
A021,R032,02/06/2019,11:00:00,1981,10080,8
A021,R032,02/19/2019,11:00:00,2369,10076,8
A021,R032,02/08/2019,11:00:00,2107,10071,8
A021,R032,09/09/2019,12:00:00,2274,10056,8
A021,R032,08/21/2019,12:00:00,2361,10028,8
A021,R032,07/02/2019,12:00:00,2260,10022,8
A021,R032,12/13/2019,11:00:00,2114,10022,8
A021,R032,11/15/2019,11:00:00,2218,10004,8
A021,R032,09/04/2019,12:00:00,2304,9997,8
A021,R032,03/28/2019,12:00:00,2392,9978,8
A021,R032,05/28/2019,12:00:00,2153,9978,8
A021,R032,02/12/2019,11:00:00,1907,9973,8
A021,R032,02/25/2019,11:00:00,2242,9968,8
A021,R032,07/29/2019,12:00:00,2197,9968,8
A021,R032,04/08/2019,12:00:00,2201,9960,8
N062,R011,05/20/2019,20:00:00,2751,9957,10
A021,R032,08/27/2019,12:00:00,2183,9956,8
A021,R032,06/24/2019,12:00:00,2145,9938,8
A021,R032,11/26/2019,11:00:00,2415,9920,8
A021,R032,01/28/2019,11:00:00,2276,9917,8
A021,R032,05/20/2019,12:00:00,2348,9900,8
N062,R011,10/16/2019,20:00:00,3176,9884,10
N063A,R011,10/14/2019,20:00:00,6012,9882,12
A021,R032,02/11/2019,11:00:00,2281,9882,8
A021,R032,10/04/2019,12:00:00,2234,9876,8
A021,R032,02/07/2019,11:00:00,2424,9874,8
R151,R033,12/27/2019,19:00:00,7119,9858,9
N062,R011,05/29/2019,20:00:00,2953,9853,10
A021,R032,11/01/2019,12:00:00,2281,9852,8
A021,R032,08/22/2019,12:00:00,2236,9841,8
N062,R011,10/28/2019,20:00:00,3142,9837,10
A021,R032,09/06/2019,12:00:00,2190,9813,8
A021,R032,03/25/2019,12:00:00,2170,9802,8
N062,R011,10/29/2019,20:00:00,2799,9799,10
N062,R011,08/07/2019,20:00:00,2964,9798,10
A021,R032,10/21/2019,12:00:00,2250,9782,8
A021,R032,04/29/2019,12:00:00,2269,9777,8
A021,R032,09/13/2019,12:00:00,2215,9759,8
A021,R032,12/17/2019,11:00:00,1928,9756,7
A021,R032,03/11/2019,12:00:00,2147,9754,8
A021,R032,09/20/2019,12:00:00,2223,9749,8
N062,R011,10/02/2019,20:00:00,2916,9724,10
A021,R032,10/25/2019,12:00:00,2272,9722,8
A021,R032,04/12/2019,12:00:00,2165,9717,8
A021,R032,07/22/2019,12:00:00,2137,9714,8
A021,R032,09/03/2019,12:00:00,2279,9699,8
N062,R011,06/18/2019,20:00:00,2754,9696,10
A021,R032,03/21/2019,12:00:00,2110,9692,8
A021,R032,01/29/2019,11:00:00,2398,9683,8
A021,R032,01/31/2019,11:00:00,1969,9681,8
A021,R032,10/01/2019,12:00:00,2234,9680,8
A021,R032,03/22/2019,12:00:00,2011,9677,8
A021,R032,01/18/2019,11:00:00,2002,9669,8
A021,R032,04/05/2019,12:00:00,2140,9669,8
A021,R032,09/27/2019,12:00:00,2278,9667,8
N063A,R011,07/03/2019,20:00:00,6429,9660,12
A021,R032,10/11/2019,12:00:00,2289,9660,8
N062,R011,01/25/2019,19:00:00,2789,9657,10
A021,R032,05/03/2019,12:00:00,2064,9647,8
N062,R011,11/12/2019,19:00:00,2798,9645,10
N063A,R011,05/24/2019,20:00:00,6314,9641,12
A021,R032,02/05/2019,11:00:00,2427,9635,8
N062,R011,03/01/2019,19:00:00,3016,9632,10
A021,R032,01/25/2019,11:00:00,2183,9622,8
A021,R032,08/29/2019,12:00:00,2182,9618,8
A021,R032,03/08/2019,11:00:00,2140,9610,8
N063A,R011,12/27/2019,19:00:00,6194,9594,12
A021,R032,03/18/2019,12:00:00,2146,9590,8
A021,R032,01/11/2019,11:00:00,2163,9589,8
A021,R032,01/03/2019,11:00:00,2275,9585,8
A021,R032,11/11/2019,11:00:00,2095,9578,8
A021,R032,05/31/2019,12:00:00,2255,9567,8
A021,R032,06/07/2019,12:00:00,2198,9566,8
A021,R032,03/15/2019,12:00:00,2172,9554,8
A021,R032,08/19/2019,12:00:00,2174,9550,8
A021,R032,02/04/2019,11:00:00,2312,9549,8
A021,R032,02/22/2019,11:00:00,2125,9537,8
A021,R032,04/01/2019,12:00:00,2221,9512,8
N062,R011,07/11/2019,20:00:00,2985,9496,10
N062,R011,07/22/2019,20:00:00,2985,9464,10
A021,R032,02/01/2019,11:00:00,2095,9464,8
A021,R032,08/05/2019,12:00:00,2253,9463,8
A021,R032,08/12/2019,12:00:00,2089,9447,8
N062,R011,07/31/2019,20:00:00,2974,9431,10
A021,R032,02/26/2019,11:00:00,2301,9430,8
A021,R032,11/08/2019,11:00:00,2286,9427,8
A021,R032,03/01/2019,11:00:00,2178,9419,8
A021,R032,05/17/2019,12:00:00,2231,9401,8
A021,R032,07/01/2019,12:00:00,2206,9399,8
A021,R032,06/10/2019,12:00:00,2137,9398,8
A021,R032,04/22/2019,12:00:00,2149,9383,8
A021,R032,05/10/2019,12:00:00,2194,9369,8
N063A,R011,08/30/2019,20:00:00,6511,9363,12
N062,R011,10/22/2019,20:00:00,2739,9360,10
N062,R011,10/08/2019,20:00:00,2617,9354,10
N062,R011,11/13/2019,19:00:00,2797,9351,10
A021,R032,06/14/2019,12:00:00,2136,9346,8
N062,R011,12/09/2019,19:00:00,2943,9333,10
A021,R032,03/29/2019,12:00:00,2196,9312,8
N062,R011,10/03/2019,20:00:00,3049,9286,10
A021,R032,05/23/2019,12:00:00,2077,9286,8
A021,R032,06/21/2019,12:00:00,1963,9283,8
N062,R011,11/26/2019,19:00:00,2795,9274,10
N062,R011,05/13/2019,20:00:00,2990,9267,10
A021,R032,07/12/2019,12:00:00,2099,9259,8
N062,R011,09/06/2019,20:00:00,3324,9251,10
R143,R032,12/31/2019,23:00:00,579,9243,8
A021,R032,01/04/2019,11:00:00,2134,9220,8
N062,R011,10/30/2019,20:00:00,2639,9208,10
R151,R033,12/28/2019,19:00:00,6546,9204,9
N062,R011,05/30/2019,20:00:00,3028,9190,10
R151,R033,12/26/2019,19:00:00,7454,9177,9
A021,R032,03/04/2019,11:00:00,1728,9173,8
A021,R032,08/16/2019,12:00:00,1939,9168,8
R151,R033,12/30/2019,19:00:00,7908,9164,9
N062,R011,12/17/2019,19:00:00,2789,9158,10
A021,R032,02/15/2019,10:55:20,2114,9151,8
A021,R032,01/02/2019,11:00:00,2101,9138,8
A021,R032,04/26/2019,12:00:00,1979,9123,8
N062,R011,09/24/2019,20:00:00,2618,9118,10
N062,R011,12/03/2019,19:00:00,2844,9112,10
